-.3946  0.5513       0
-.3918  1.0288       1
-.3799  0.9606       0
-.3787  .63768       0
-.3748  .04125       0
-.3703  .61359       1
-.3641  1.2716       1
-.3641  -.0816       0
-.3564  0.8011       1
-.3505  .05381       0
-.3447  .89718       1
-.3333  .04175       0
-.3279  -.2517       0
-.3251  .49849       0
-.2853  .53387       0
-0.275  0.9422       1
-.2593  -.2969       0
-.2561  .05519       0
-0.251  .18369       0
-.2466  .27511       0
-.2434  -.6051       0
-.2428  .13819       0
-.2409  .09388       0
-.2388  0.6274       1
-.2385  1.1144       0
-.2295  .38806       0
-0.221  .88043       0
 -0.21  .82686       0
-.2034  1.0046       1
-.2021  .35039       0
-.1906  .56396       0
-.1896  -.2759       0
-.1891  -.6526       0
-.1751  .84632       0
-.1739  -.0278       0
-.1736  .40721       1
-.1632  .60545       0
-.1625  -.4125       0
-.1622  .81638       1
-.1598   1.115       1
-0.156  .29196       1
-0.144  .91629       1
-.1395  -.1469       0
-.1355  .23599       0
-0.131  .34374       1
-.1211  -.0103       0
-.1204  .58609       0
-.1196  .42569       0
-.1189  -0.509       0
-.1096  -.2835       0
-.1089  .85506       0
-.1059  -.4344       0
-.1039  -.5103       0
-.0979  0.2483       0
-.0967  .74377       1
-.0913  .03053       1
-.0777  .90018       1
-.0712  0.6155       0
-.0711  1.1358       1
-.0593  .24811       0
-.0585  -.1306       0
-0.054  -.3693       0
-.0469  0.4792       0
-.0439  -1.181       0
-.0347  1.2353       1
-.0249  .87887       1
-.0178  .51145       0
-.0142  -.0064       0
-.0137  -1.006       0
-.0076  .84276       0
-.0071  -.1724       0
-.0016  .33977       0
.00085  .20295       0
.00422  .83672       1
.01069  -.4097       0
.01263  .62105       0
.01793  -.5228       0
.02084  .55795       0
.02427  .56809       0
.02643  .30214       0
.02883  .48654       1
.04716  -.3735       0
.05139  .92693       1
.06585  .00157       0
.07821  0.4919       0
.08444  .58571       0
.08962  -.7213       0
.08985  1.0187       0
.09021  .41184       0
.09036  .77965       0
.09972  0.3644       0
.10213  -.4774       0
.11414  -.4811       0
.12389  .44939       0
.12583  0.9281       0
.13328  -0.224       0
.14147  -.4233       0
.14341  -.9759       0
.14594  -.2452       0
.14999  -.6612       0
0.1544  -.2346       0
.15754  .13187       0
.17533  .03713       0
.18031  .38816       0
.18062  -.3476       0
.18211  .09019       0
.19967  -.2934       0
0.2049  .59411       0
.20588  -.0255       0
.20672  .84289       0
.21293  -.0233       0
.22485  .50789       0
0.2305  -.3518       0
0.2394  .07324       0
0.2457  .91017       0
.25157  .46498       0
.26566  -.0666       0
.26875  .08293       0
0.2789  1.4383       0
.28427  .51212       0
.29018  -.4851       0
.29669  0.0878       0
.30223  .12525       0
.31847  -0.141       0
.31928  -1.436       0
.32642  -.4077       0
.33621  -.0373       0
.34471  -.5222       0
.35216  .39627       0
.36717  -.0434       0
.37363  .13089       0
.37515  .16122       0
.37816  -0.189       0
0.3811  -.0888       0
.38306  -.7358       0
.38436  -.2499       0
0.3904  -.2227       0
.39141  .21133       0
.39722  -.3043       0
.41021  -.1684       0
.41082  -.5721       0
.41392  -.7692       0
.41819  .63505       0
.42438  -.0214       0
.43101  .20916       0
.43127  -.6637       0
.43354  -.0191       0
.43494  0.0283       0
.44704  .58586       0
.45606  .67241       0
.47856  -.5036       0
.48545   1.039       0
.48803  -.3498       0
0.4902  -.1849       0
.53848  .37682       0
.57576  1.1642       0
.59454  -1.193       0
.61942  .36575       0
.62426  .82858       0
.62952  -.0823       0
.64892  -.4958       0
.72702  -.7958       0
.75445  .16506       0
.77788  1.0278       0
.83251  -.3108       0
.84214  .86934       0
.84363  -.8228       0
.87063  .22441       0
.87908  -0.538       0
0.8821  .82507       0
.91514  0.8234       0
.98184  .48747       0
1.0101  -.8366       0
1.1604  .78837       0
  1.35  -.6931       0
1.4631  .66173       0
1.4882  -1.544       0
