 -3.06  7.4569       1       
4.2852  1.2048       1       
-2.331  4.6522       1       
3.9013  3.0565       1       
-.4058  1.0188       0       
-3.289  7.3572       1       
.44647  4.9943       1       
1.1325  -.2894       0       
3.2687  .85791       0       
-2.929  5.1487       1       
 -2.75  7.8114       1       
-4.987  6.8462       1       
1.1561  -.7894       0       
-2.056  6.0857       1       
-1.721  1.3597       0       
 1.793   3.197       1       
1.4083  -.0459       0       
-1.788  .56921       0       
1.8035  4.3199       1       
-.6814  1.3242       0       
1.0601  4.2843       1       
3.1215  4.6383       1       
1.0611  5.8224       1       
  -1.7  4.3978       1       
-4.155   6.781       1       
-1.563  -1.836       0       
2.6726  -1.825       0       
-3.119   5.986       1       
.37744  -3.287       0       
-2.908  1.6295       0       
2.2307  4.7629       1       
-.8292  -1.748       0       
-.1851  -2.458       0       
-1.166  .88684       1       
-3.945  -2.871       0       
-.8181  4.9247       1       
-2.565    1.87       0       
-1.307  1.6688       0       
-2.139  3.5051       0       
-1.979  4.0565       1       
-1.328  -.2616       0       
-2.189  5.8435       1       
-2.139   7.389       1       
3.7884  3.6676       1       
-.1533  .23352       0       
3.6614  -1.032       0       
-4.081  7.6259       1       
-1.802  -.3794       0       
.43872  1.0481       0       
.54431  1.5825       0       
-1.063  4.6876       1       
-2.771  10.469       1       
-2.417  2.2897       0       
-1.544  1.4677       0       
-3.003  6.6133       1       
-3.748  6.9117       1       
-1.064   6.422       1       
-4.228  8.4425       1       
-1.726  6.5901       1       
3.1519  -.8242       0       
-2.351  -.9456       0       
-1.819  -1.203       0       
 -1.48  3.4103       0       
-.1865  -3.223       0       
1.2535  .83191       0       
3.2458  -.5806       0       
.14758  -1.192       0       
-2.906  -1.287       0       
.36499  6.6355       1       
-.8389  1.3292       0       
-.0859  5.0367       1       
.88214  -.6903       0       
3.4968  5.9761       1       
2.5091  2.2135       1       
-2.246   1.516       0       
 -4.41  2.0729       0       
3.5612   .8728       1       
1.6776  1.5472       0       
-.6411  -1.443       0       
-3.165  3.1796       0       
1.4035  -.1527       0       
 2.741  1.3612       0       
2.1429  6.5392       1       
-1.878   4.364       1       
 4.544  1.4745       0       
.24896  8.8654       1       
-.5442  4.9907       0       
1.4922  .72864       0       
-3.514   5.515       1       
-.1991  6.5044       1       
-.1671  -.1968       0       
 .8703  4.7391       1       
-1.062  .96277       0       
 -1.04  2.4562       0       
  -2.9  7.0988       1       
.97894  6.4047       1       
.32697  4.6434       1       
-1.741  5.1819       1       
-.9094  3.1549       1       
.56018  -.0227       0       
-1.666  .12622       0       
1.0825  6.4933       1       
-.6945   5.642       1       
1.6774  -.9685       0       
-.6939  1.4154       0       
.26892  4.3191       0       
-3.778  5.3307       1       
.16571  2.7172       0       
-1.436  -1.305       0       
3.7375  5.3168       1       
-2.171  2.4768       0       
-3.244  7.3004       1       
1.8336  -2.159       0       
 1.416  1.2623       0       
1.5366  2.5101       0       
1.9702  1.1552       0       
.97272  2.7091       1       
.47809  -2.054       0       
 -.269  3.1425       0       
1.1962  -3.322       0       
-2.547  2.7576       0       
1.9038  .72607       0       
-3.362  4.8395       1       
-3.285  2.4038       0       
-2.682  4.7845       1       
.85895  3.4896       1       
.03241   2.924       1       
 -2.19  3.6464       1       
.94116  3.0488       1       
1.3914  3.0942       0       
-2.313   5.925       1       
-2.236  7.0349       1       
2.9273  -2.525       0       
-1.593  5.1118       1       
1.2311  4.6106       1       
-.0605  6.4751       1       
-3.477  8.9515       1       
 -2.28  7.5413       1       
2.4058  -2.206       0       
-.7877  7.7465       1       
-1.255  .22034       0       
-.3199  2.0862       0       
2.2849  5.3191       1       
 -.137  4.8949       1       
-2.213  4.3728       1       
2.6793  .28979       0       
.94208  2.7235       1       
.85919  5.3556       1       
3.2804  -4.001       0       
-2.016  7.8165       1       
-.9052  .93115       0  
